code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type,place
NTB,ENNO,Notodden Airport,59.583332,9.283333,744,http://www.notodden-flyplass.no/,Europe/Oslo,NTB,NO,Notodden,Telemark,Notodden,AP,Notodden
NTC,,Santa Carolina,-13.366667,33.85,4156,,Africa/Maputo,NTC,MZ,Ntchisi,Central Region,Ntchisi District,AP,Ntchisi
NTD,KNTD,Point Mugu NAS (Naval Base Ventura County,34.15,-119.2,26,,America/Los_Angeles,NTD,US,Port Hueneme,California,Ventura County,AP,Port Hueneme
NTE,LFRS,Nantes Atlantique Airport,47.151840899999996,-1.608462031,111,,Europe/Paris,NTE,FR,Bouguenais,Pays de la Loire,Departement de la Loire-Atlantique,AP,Bouguenais
NTG,ZSNT,Nantong Xingdong Airport,32.07183535,120.97825429793333,19,,Asia/Shanghai,NTG,CN,Xingdong,Jiangsu Sheng,,AP,Xingdong
NTI,WASB,Bintuni,-2.333333,133.25,0,,Asia/Jayapura,NTI,ID,Babo,West Papua,,AP,Babo
NTJ,41U,Manti-Ephraim,39.266666,-111.63333,5636,,America/Denver,NTJ,US,Manti,Utah,Sanpete County,AP,Manti
NTL,YWLM,Newcastle Airport,-32.79461255,151.84011416276277,19,,Australia/Sydney,NTL,AU,Medowie,New South Wales,Port Stephens Shire,AP,Medowie
NTM,,Miracema Do Norte,-9.183333,-48.5,849,,America/Araguaina,NTM,BR,,,,AP,Miracema Do Norte
NTN,YNTN,Normanton Airport,-17.68517,141.0746285,55,,Australia/Brisbane,NTN,AU,,,,AP,Normanton Airport
NTO,GVAN,Santo Antao,17.066668,-25.083332,1817,,Atlantic/Cape_Verde,NTO,CV,Porto Novo,Porto Novo,,AP,Porto Novo
NTQ,RJNW,Noto Airport,37.29385069999999,136.96099048012408,695,,Asia/Tokyo,NTQ,JP,Nanao,Ishikawa,,AP,Nanao
NTR,MMAN,Aeropuerto del Norte International Airport,25.666668,-100.316666,1794,,America/Monterrey,MTY,MX,Monterrey,Nuevo Leon,Monterrey,AP,Monterrey
NTT,NFTP,Kuini Lavenia,-15.5,-174,0,,Pacific/Tongatapu,NTT,TO,Hihifo,Niuas,,AP,Hihifo
NTU,KNTU,NAS,36.816666,-76.03333,22,,America/New_York,NTU,US,Virginia Beach,Virginia,City of Virginia Beach,AP,Virginia Beach
NTX,WIDO,Natuna Ranai,3.91012595,108.38800525322566,170,,Asia/Jakarta,NTX,ID,Pemangkat,West Kalimantan,,AP,Pemangkat
NTY,FAPN,Pilanesberg International Airport,-26.033333,27.916668,4839,,Africa/Johannesburg,NTY,ZA,Muldersdriseloop,Gauteng,West Rand District Municipality,AP,Muldersdriseloop
NUA,,Gregory's Lake,6.9560731,80.7795237,6151,,Asia/Colombo,NUA,LK,Nuwara Eliya,Central,Nuwara Eliya District,AP,Nuwara Eliya
NUB,YNUM,Numbulwar,-14.26815415,135.71378042625975,42,,Australia/Darwin,NUB,AU,,,,AP,Numbulwar
NUD,HSNH,En Nahud,12.75,28.416668,1958,,Africa/Khartoum,NUD,SD,An Nuhud,Shamal Kurdufan,,AP,An Nuhud
NUE,EDDN,Nuremberg Airport,49.49826845,11.078106331160273,977,https://www.airport-nuernberg.de/english,Europe/Berlin,NUE,DE,Nuernberg,Bavaria,Regierungsbezirk Mittelfranken,AP,Nuernberg
NUF,,Castlereigh Reservoir Waterdrome,6.858,80.586,3546,,Asia/Colombo,NUF,LK,Hatton,Central,,AP,Hatton
NUG,AYNI,Nuguria,-3.466667,150.81667,0,,Pacific/Port_Moresby,NUG,PG,,,,AP,Nuguria
NUH,,Nunchia,5.6303907,-72.2003693,1217,,America/Bogota,NUH,CO,Nunchia,Casanare,,AP,Nunchia
NUI,PAQT,Nuiqsut Airport,70.20999965,-151.0052334,59,,America/Anchorage,NUI,US,,,,AP,Nuiqsut Airport
NUJ,,Nojeh,35.2016421,48.660325592564575,5541,,Asia/Tehran,NUJ,IR,Kabudarahang,Hamadan,,AP,Kabudarahang
NUK,NTGW,Nukutavake,-19.183332,-138.7,0,,Pacific/Tahiti,NUK,PF,,,,AP,Nukutavake
NUL,PANU,Nulato Airport,64.7312131,-158.0722359,347,,America/Anchorage,NUL,US,,,,AP,Nulato Airport
NUM,OENN,Neom Airport,27.92758955,35.29143328972205,22,,Asia/Riyadh,NUM,SA,Duba,Mintaqat Tabuk,,AP,Duba
NUN,,Saufley NAS,30.4725,-87.18833,75,,America/Chicago,PNS,US,East Pensacola Heights,Florida,Escambia County,AP,East Pensacola Heights
NUP,PPIT,Nunapitchuk,60.90601635,-162.4406027,36,,America/Anchorage,NUP,US,,,,AP,Nunapitchuk
NUQ,KNUQ,Moffett Field,37.41649424,-122.0482408,127,,America/Los_Angeles,NUQ,US,Mountain View,California,Santa Clara County,AP,Mountain View
NUR,YNUB,Nullarbor,-31.433332,130.91667,183,,Australia/Adelaide,NUR,AU,,,,AP,Nullarbor
NUS,NVSP,Norsup Airport,-16.0805818,167.4025558,13,,Pacific/Efate,NUS,VU,Norsup,Malampa,,AP,Norsup
NUT,,Nutuve,-5.633333,151.38333,734,,Pacific/Port_Moresby,NUT,PG,,,,AP,Nutuve
NUU,HKNK,Nakuru,-0.2966963,36.1564327,6217,,Africa/Nairobi,NUU,KE,Nakuru,Nakuru,,AP,Nakuru
NUW,KNUW,Whidbey Island NAS (Ault Field),48.351944,-122.65583,19,,America/Los_Angeles,NUW,US,Ault Field,Washington,Island County,AP,Ault Field
NUX,USMU,Novy Urengoy Airport,66.06984804999999,76.52606428,144,,Asia/Yekaterinburg,NUX,RU,Novyy Urengoy,Yamalo-Nenetskiy Avtonomnyy Okrug,,AP,Novyy Urengoy
NVA,SKNV,Benito Salas Airport,2.9517519500000002,-75.29355179,1473,,America/Bogota,NVA,CO,Neiva,Huila,,AP,Neiva
NVD,,Nevada,37.85139,-94.30389,856,,America/Chicago,NVD,US,Nevada,Missouri,Vernon County,AP,Nevada
NVG,MNNG,Nueva Guinea,11.666667,-84.45,728,,America/Managua,NVG,NI,Nueva Guinea,Atlantico Sur,,AP,Nueva Guinea
NVI,UTSA,Navoi Airport,40.115,65.159164,1099,,Asia/Samarkand,NVI,UZ,Konimex,Navoiy,,AP,Konimex
NVK,,Framnes,68.425,17.425,0,,Europe/Oslo,NVK,NO,Narvik,Nordland,Narvik,AP,Narvik
NVM,,Brigadeiro Eduardo Gomes Airport,-13.81380254,-56.03492393,1404,,America/Cuiaba,NVM,BR,Nova Mutum,Mato Grosso,,AP,Nova Mutum
NVN,KO02,Nervino,39.8184,-120.3537,4858,,America/Los_Angeles,NVN,US,Portola,California,Plumas County,AP,Portola
NVP,SWNA,Novo Aripuana,-5.11782055,-60.36429342,121,,America/Manaus,NVP,BR,Novo Aripuana,Amazonas,Novo Aripuana,AP,Novo Aripuana
NVR,ULNN,Novgorod,58.516666,31.3,78,,Europe/Moscow,NVR,RU,Velikiy Novgorod,Novgorod,,AP,Velikiy Novgorod
NVS,LFQG,Nevers,47.002416600000004,3.113931791,538,,Europe/Paris,NVS,FR,Nevers,Bourgogne,Departement de la Nievre,AP,Nevers
NVT,SBNF,Navegantes Airport,-26.87842885,-48.64935416,19,,America/Sao_Paulo,NVT,BR,Navegantes,Santa Catarina,Navegantes,AP,Navegantes
NVY,VONV,Neyveli,11.6,79.433334,249,,Asia/Kolkata,NVY,IN,Vriddhachalam,Tamil Nadu,Cuddalore,AP,Vriddhachalam
NWA,FMCI,Moheli,-12.2981305,43.76644801260554,45,,Indian/Comoro,NWA,KM,Djoyezi,Moheli,,AP,Djoyezi
NWH,,Parlin Field,43.385961949999995,-72.18568411,761,,America/New_York,NWH,US,Newport,New Hampshire,Sullivan County,AP,Newport
NWI,EGSH,Norwich International Airport,52.6683484,1.2806942422978507,101,http://www.norwichairport.co.uk/,Europe/London,NWI,GB,Spixworth,England,Norfolk,AP,Spixworth
NWP,,NS,47.3,-53.966667,0,,America/St_Johns,NWP,CA,Bay Roberts,Newfoundland and Labrador,,AP,Bay Roberts
NWS,,Pier 11/Wall St. SPB,40.703056,-74.01056,36,,America/New_York,NYC,US,,,,AP,Pier 11/Wall St. SPB
NWT,,Nowata,-9.98549835,149.72788924937038,2057,,Pacific/Port_Moresby,NWT,PG,,,,AP,Nowata
NWU,,Bermuda NAS,32.75,-65,0,,Atlantic/Bermuda,BDA,BM,Saint George,Saint George,,AP,Saint George
NXX,,Willow Grove NAS,40.2,-75.13333,347,,America/New_York,NXX,US,Horsham,Pennsylvania,Montgomery County,AP,Horsham
NYA,USHN,Nyagan Airport,62.11053750000001,65.61141073357436,314,,Asia/Yekaterinburg,NYA,RU,Nyagan,Khanty-Mansiyskiy Avtonomnyy Okrug,,AP,Nyagan
NYE,HKNI,Nyeri,-0.416667,36.95,5741,,Africa/Nairobi,NYE,KE,Nyeri,Nyeri,,AP,Nyeri
NYG,,Quantico NAS,38.516666,-77.28333,0,,America/New_York,NYG,US,Quantico Station,Virginia,Prince William County,AP,Quantico Station
NYI,DGSN,Sunyani,7.36107895,-2.328295106,1026,,Africa/Accra,NYI,GH,Sunyani,Brong-Ahafo,,AP,Sunyani
NYK,HKNL,Nanyuki,0.016667,37.066666,6299,,Africa/Nairobi,NYK,KE,Nanyuki,Laikipia,,AP,Nanyuki
NYM,USMM,Nadym Airport,65.4843896,72.69457227373331,45,,Asia/Yekaterinburg,NYM,RU,Staryy Nadym,Yamalo-Nenetskiy Avtonomnyy Okrug,,AP,Staryy Nadym
NYN,YNYN,Nyngan,-31.54994925,147.20095531418247,531,,Australia/Sydney,NYN,AU,Nyngan,New South Wales,Bogan,AP,Nyngan
NYO,ESKN,Stockholm Skavsta Airport,58.7871654,16.9104983,104,,Europe/Stockholm,STO,SE,Svalsta,Soedermanland,Nykopings Kommun,AP,Svalsta
NYR,UENN,Nyurba Airport,63.297716699999995,118.3523629,380,,Asia/Yakutsk,NYR,RU,Nyurba,Sakha,,AP,Nyurba
NYS,,New York Skyports Seaplane Base,40.7351534,-73.9729007,0,,America/New_York,NYS,US,Long Island City,New York,Queens County,AP,Long Island City
NYT,VYNT,Nay Pyi Taw Airport,19.62314215,96.19420457749541,275,,Asia/Rangoon,NYT,MM,Pyinmana,Mandalay,,AP,Pyinmana
NYU,VYBG,Nyaung U Airport,21.17631445,94.92953995057687,318,,Asia/Rangoon,NYU,MM,,,,AP,Nyaung U Airport
NYW,VYMY,Monywar Airport,22.22417235,95.09345984658762,68,,Asia/Yangon,NYW,MM,Monywa,Sagain,,AP,Monywa
NZA,FNZG,Nzagi,-7.7142539,21.3631532,2434,,Africa/Luanda,NZA,AO,Nzagi,Lunda Norte,,AP,Nzagi
NZC,SPZA,Maria Reiche Neuman Airport,-14.85435005,-74.96191613,1765,,America/Lima,NZC,PE,Nazca,Ica,Provincia de Nazca,AP,Nazca
NZE,GUNZ,Nzerekore,7.8155778,-8.7038786,1594,,Africa/Conakry,NZE,GN,Nzerekore,Nzerekore,Nzerekore Prefecture,AP,Nzerekore
NZG,UIUN,Nizhneangarsk Airport,55.801667,109.586667,1545,,Asia/Irkutsk,NZG,RU,,,,AP,Nizhneangarsk Airport
NZH,ZBMZ,Manzhouli Airport,49.567472499999994,117.3271129010715,2168,,Asia/Shanghai,NZH,CN,Zabaykal'sk,Transbaikal Territory,,AP,Zabaykal'sk
NZL,ZBZL,Zhalantun Chengjisihan Airport,47.865833,122.7675,859,,Asia/Shanghai,NZL,CN,Qinggis Han,Inner Mongolia,,AP,Qinggis Han
NZW,,South Weymouth,42.166668,-70.933334,150,,America/New_York,NZW,US,Rockland,Massachusetts,Plymouth County,AP,Rockland
NZY,KNZY,North Island NAS,32.7,-117.2,26,,America/Los_Angeles,SAN,US,Coronado,California,San Diego County,AP,Coronado
OAA,OASH,Shank Air Base,33.9232357,69.07781253482375,6722,,Asia/Kabul,OAA,AF,Pul-e `Alam,Lowgar,,AP,Pul-e `Alam
OAG,YORG,Orange Airport,-33.3816,149.12447,3106,,Australia/Sydney,OAG,AU,Millthorpe,New South Wales,Blayney,AP,Millthorpe
OAH,OASD,Shindand Air Base,33.3913002,62.26100159,3756,,Asia/Kabul,OAH,AF,Shindand,Herat,,AP,Shindand
OAI,OAIX,Bagram,34.9346662,69.2425695,4875,,Asia/Kabul,OAI,AF,Ghulam `Ali,Parvan,,AP,Ghulam `Ali
OAJ,KOAJ,Albert J Ellis Airport,34.82679245,-77.61492004,101,,America/New_York,OAJ,US,Richlands,North Carolina,Onslow County,AP,Richlands
OAK,KOAK,San Francisco Bay Oakland International Airport,37.7221623,-122.2170744,26,http://www.oaklandairport.com/,America/Los_Angeles,OAK,US,San Leandro,California,Alameda County,AP,San Leandro
OAL,SSKW,Cacoal Airport,-11.433889,-61.4825,597,,America/Porto_Velho,OAL,BR,Cacoal,Rondonia,Cacoal,AP,Cacoal
OAM,NZOU,Oamaru,-44.9679956,171.08399522261243,85,,Pacific/Auckland,OAM,NZ,Oamaru,Otago,,AP,Otago
OAN,MHOA,Olanchito,15.504444,-86.57472,662,,America/Tegucigalpa,OAN,HN,Olanchito,Yoro,Olanchito,AP,Olanchito
OAR,KOAR,Marina Municipal,36.61667,-121.916664,173,,America/Los_Angeles,MRY,US,Pacific Grove,California,Monterey County,AP,Pacific Grove
OAS,OASA,Sharana Air Base,33.12575,68.838517,7342,,Asia/Kabul,OAS,AF,Zarah Sharan,Paktika,,AP,Zarah Sharan
OAX,MMOX,Xoxocotlan Airport,16.9994612,-96.72489779,4983,http://www.asur.com.mx/asur/ingles/aeropuertos/oaxaca/oaxaca.asp,America/Mexico_City,OAX,MX,Animas Trujano,Oaxaca,,AP,Animas Trujano
OAZ,OAZI,Camp Bastion,31.84874,64.22318,2883,,Asia/Kabul,OAZ,AF,,Helmand,,AP,Camp Bastion
OBA,,Oban,-21,139,925,,Australia/Brisbane,OBA,AU,,,,AP,Oban
OBC,HDOB,Obock,11.9677305,43.280430193392874,65,,Africa/Djibouti,OBC,DJ,Obock,Obock,,AP,Obock
OBD,WABR,Obano,-3.91048535,136.23059311149825,5790,,Asia/Jayapura,OBD,ID,Obano,Papua,,AP,Obano
OBE,KOBE,County,27.25,-80.833336,32,,America/New_York,OBE,US,Okeechobee,Florida,Okeechobee County,AP,Okeechobee
OBF,EDMO,Oberpfaffenhofen,48.0835074,11.288999243382674,1929,http://www.edmo-airport.de,Europe/Berlin,OBF,DE,Gilching,Bavaria,Upper Bavaria,AP,Gilching
OBI,SNTI,Obidos,-1.916667,-55.516666,95,,America/Santarem,OBI,BR,,,,AP,Obidos
OBK,,Sky Harbor,42.11667,-87.816666,675,,America/Chicago,OBK,US,Northbrook,Illinois,Cook County,AP,Northbrook
OBL,,Zoersel,51.2645037,4.752903296,62,,Europe/Brussels,OBL,BE,Zoersel,Flanders,Provincie Antwerpen,AP,Zoersel
OBM,AYMB,Morobe,-7.75,147.6,0,,Pacific/Port_Moresby,OBM,PG,,,,AP,Morobe
OBN,EGEO,Oban Airport,56.46333455,-5.40064838,62,,Europe/London,OBN,GB,Oban,Scotland,Argyll and Bute,AP,Oban
OBO,RJCB,Tokachi-Obihiro Airport,42.73232595,143.2127336925417,459,,Asia/Tokyo,OBO,JP,Obihiro,Hokkaido,,AP,Obihiro
OBS,LFHO,Vals-Lanas,44.666668,4.7,751,,Europe/Paris,OBS,FR,Chomerac,Rhone-Alpes,Departement de l'Ardeche,AP,Chomerac
OBT,,Oakland/Coliseum Stat,39.4,-79.416664,2450,,America/New_York,OBT,US,,,,AP,Oakland/Coliseum Stat
OBU,PAOB,Kobuk/Wien Airport,66.910468,-156.8861424,101,,America/Anchorage,OBU,US,,,,AP,Kobuk/Wien Airport
OBX,AYOB,Obo,-7.5830002,141.3170013,45,,Pacific/Port_Moresby,OBX,PG,Muting,Papua,,AP,Muting
OBY,,Ittoqqortoormiit,70.583336,-21.666668,0,,America/Scoresbysund,OBY,GL,,,,AP,Ittoqqortoormiit
OCA,07FA,Ocean Reef,25.325277,-80.27472,29,https://www.oceanreef.com/community/private-airport-1345.html,America/New_York,OCA,US,North Key Largo,Florida,Monroe County,AP,North Key Largo
OCC,SECO,Coca Airport,-0.4567311,-76.99002032,774,,America/Guayaquil,OCC,EC,Puerto Francisco de Orellana,Orellana,,AP,Puerto Francisco de Orellana
OCE,KOXB,Municipal,38.316666,-75.11667,39,http://oceancitymd.gov/oc/departments/public-works/airport/,America/New_York,OCE,US,West Ocean City,Maryland,Worcester County,AP,West Ocean City
OCF,KOCF,Taylor Field,29.175556,-82.226944,72,http://www.ocalafl.org/airport/,America/New_York,OCF,US,Ocala,Florida,Marion County,AP,Ocala
OCH,KOCH,A L Mangham Jr. Regional,31.576551000000002,-94.70800648,288,http://www.ci.nacogdoches.tx.us/index.aspx?nid=634,America/Chicago,OCH,US,Nacogdoches,Texas,Nacogdoches County,AP,Nacogdoches
OCI,,Oceanic,60.25,-147.86667,1233,,America/Anchorage,OCI,US,,,,AP,Oceanic
OCJ,MKBS,Boscobel,18.400557,-76.96972,173,http://www.aaj.com.jm/ourairports/index.php#boscobel,America/Jamaica,OCJ,JM,Oracabessa,Saint Mary,,AP,Oracabessa
OCM,YBGD,Boolgeeda,-22.540644,117.27020102828958,1817,,Australia/Perth,OCM,AU,,,,AP,Boolgeeda
OCN,KOKB,Municipal,33.218613,-117.35333,36,http://www.oceansidemunicipalairport.com/,America/Los_Angeles,OCN,US,Camp Pendleton South,California,San Diego County,AP,Camp Pendleton South
OCS,,Corisco International Airport,0.9134412000000001,9.329377888686222,19,,Africa/Malabo,OCS,GQ,Cocobeach,Estuaire,,AP,Cocobeach
OCV,SKOC,Aguasclaras,8.25,-73.333336,4383,,America/Bogota,OCV,CO,Ocana,Norte de Santander,,AP,Ocana
OCW,KOCW,Warren Field,35.55,-77.05,45,http://www.washingtonnc.gov/airport,America/New_York,OCW,US,Washington,North Carolina,Beaufort County,AP,Washington
ODA,FEFW,Ouadda,8.01056,22.3985996,2467,,Africa/Bangui,ODA,CF,,,,AP,Ouadda
ODB,LEBA,Cordoba,37.84333905,-4.84662521,295,http://www.aena.es/csee/Satellite?cid=1046972065602&pagename=subHome&Language=EN_GB&SiteName=ODB&c=Page,Europe/Madrid,ODB,ES,Villarrubia,Andalusia,Province of Cordoba,AP,Villarrubia
ODC,O27,Oakdale,37.757711,-120.8020374,206,http://www.oakdalegov.com/#!oakdale-municipal-airport/c1tnd,America/Los_Angeles,ODC,US,East Oakdale,California,Stanislaus County,AP,East Oakdale
ODD,YOOD,Oodnadatta,-27.550278,135.45,403,,Australia/Adelaide,ODD,AU,,,,AP,Oodnadatta
ODE,EKOD,Beldringe,55.4751004,10.327968321284805,59,,Europe/Copenhagen,ODE,DK,Sonderso,South Denmark,Nordfyns Kommune,AP,Sonderso
ODH,EGVO,Odiham RAF Station,51.25,-0.95,387,,Europe/London,ODH,GB,Odiham,England,Hampshire,AP,Odiham
ODJ,FEGO,Ouanda Djalle,8.916667,22.883333,2306,,Africa/Bangui,ODJ,CF,Ouadda,Haute-Kotto,,AP,Ouadda
ODL,YCOD,Cordillo Downs,-26.7453003,140.6380005,177,,Australia/Adelaide,ODL,AU,,,,AP,Cordillo Downs
ODM,,Garrett County Airport,39.5811968,-79.33532302,2906,,America/New_York,ODM,US,Oakland,Maryland,Garrett County,AP,Oakland
ODN,WBGI,Long Seridan Airport,4.033333,115.066666,1837,,Asia/Kuching,ODN,MY,Bangar,Temburong,,AP,Bangar
ODO,UIKB,Bodaybo Airport,57.8652039,114.23895228377594,954,,Asia/Irkutsk,ODO,RU,Bodaybo,Irkutsk,,AP,Bodaybo
ODR,YORV,Ord River,-17.5,128.8,633,,Australia/Perth,ODR,AU,,,,AP,Ord River
ODS,UKOO,Odessa International Airport,46.42729675,30.671640336265803,164,http://www.airport.od.ua/,Europe/Kiev,ODS,UA,Odessa,Odessa,,AP,Odessa
ODT,KODO,Odessa-Schlemeyer Field,31.921389,-102.386944,3004,,America/Phoenix,ODT,US,Odessa,Texas,,AP,Odessa
ODW,KOKH,Oak Harbor,48.25139,-122.68611,95,,America/Los_Angeles,ODW,US,Coupeville,Washington,Island County,AP,Coupeville
ODY,VLOS,Oudomxay Airport,20.583332,104.166664,3822,,Asia/Vientiane,ODY,LA,Viangxai,Houaphan,,AP,Viangxai
OEA,,Oneal,38.683334,-87.53333,416,,America/Indiana/Vincennes,OEA,US,Vincennes,Indiana,Knox County,AP,Vincennes
OEC,WPOC,Ocussi,-9.205,124.34167,26,,Asia/Dili,OEC,TL,Pante Makasar,Oecusse,,AP,Pante Makasar
OEL,UUOR,Orel,52.983334,36.1,567,,Europe/Moscow,OEL,RU,Orel,Orjol,,AP,Orel
OEM,SMPA,Vincent Fayks,3.3444506,-55.44619212,511,,America/Paramaribo,OEM,SR,,,,AP,Vincent Fayks
OEO,KOEO,Municipal,45.3,-92.7,882,http://www.vil.osceola.wi.us/index.asp?Type=B_BASIC&SEC={9098926A-C937-4069-95AA-D331D2F38500},America/Chicago,OEO,US,Osceola,Wisconsin,Polk County,AP,Osceola
OER,ESNO,Ornskoldsvik Airport,63.4098521,18.99366,357,,Europe/Stockholm,OER,SE,Husum,Vaesternorrland,OErnskoeldsviks Kommun,AP,Husum
OES,SAVN,San Antonio Oeste,-40.733334,-64.95,55,,America/Argentina/Salta,OES,AR,San Antonio Oeste,Rio Negro,,AP,San Antonio Oeste
OFF,KOFF,Offutt Air Force Base,41.1183758,-95.9101309,984,http://www.offutt.af.mil/,America/Chicago,OFF,US,Offutt Air Force Base,Nebraska,Sarpy County,AP,Offutt Air Force Base
OFI,DIOF,Ouango Fitini,9.6,-4.033333,1003,,Africa/Abidjan,OFI,CI,,,,AP,Ouango Fitini
OFJ,BIOF,Olafsfjordur,65.583336,-19.833332,1902,,Atlantic/Reykjavik,OFJ,IS,,,,AP,Olafsfjordur
OFK,KOFK,Stefan Field,41.984165,-97.434166,1548,http://www.norfolkairportservices.com/default.htm,America/Chicago,OFK,US,Norfolk,Nebraska,Madison County,AP,Norfolk
OFU,NSAS,Airstrip,-14.166667,-169.7,0,,Pacific/Pago_Pago,OFU,AS,Ofu,Manu'a,,AP,Ofu
OGA,KOGA,Searle Field,41.121144900000004,-101.7643001,3231,http://www.ogallala-ne.gov/city_services/airport/index.php,America/Denver,OGA,US,Ogallala,Nebraska,Keith County,AP,Ogallala
OGB,KOGB,Municipal,33.5,-80.86667,249,http://www.orangeburg.sc.us/index.php?option=com_content&view=article&id=18&Itemid=69,America/New_York,OGB,US,Orangeburg,South Carolina,Orangeburg County,AP,Orangeburg
OGD,KOGD,Municipal,41.19639,-112.01083,4461,http://flyogden.com/,America/Denver,OGD,US,Riverdale,Utah,Weber County,AP,Riverdale
OGE,AYOG,Ogeranang,-6.466667,147.46666,2841,,Pacific/Port_Moresby,OGE,PG,,,,AP,Ogeranang
OGG,PHOG,Kahului Airport,20.89569785,-156.4340476,114,http://hawaii.gov/ogg,Pacific/Honolulu,OGG,US,Kahului,Hawaii,Maui County,AP,Kahului
OGL,SYEC,Ogle Airport,6.805131,-58.10642437,39,,America/Guyana,OGL,GY,Georgetown,Demerara-Mahaica,,AP,Georgetown
OGM,,Ogobsucum,83.382225,-77.933266,13,,America/Panama,OGM,PA,,,,AP,Ogobsucum
OGN,ROYN,Yonaguni Jima,24.46740405,122.97987647668907,45,,Asia/Tokyo,OGN,JP,Yonakuni,Okinawa,,AP,Yonakuni
OGO,DIAU,Abengourou,6.7181611,-3.4705374,675,,Africa/Abidjan,OGO,CI,Abengourou,Moyen-Comoe,,AP,Abengourou
OGR,FTTB,Bongor,10.287542,15.3735256,1066,,Africa/Ndjamena,OGR,TD,Bongor,Mayo-Kebbi Est,,AP,Bongor
OGS,KOGS,Ogdensburg Airport,44.681759,-75.4768,269,,America/New_York,OGS,US,Ogdensburg,New York,St. Lawrence County,AP,Ogdensburg
OGU,LTCB,Ordu Giresun Airport,40.966667,38.08,0,http://www.dhmi.gov.tr/havaalanlari.aspx?hv=54,Asia/Istanbul,QOR,TR,Gulyali,Ordu,,AP,Gulyali
OGV,,Ongava Game Reserve,-22.18,18.53,5082,,Africa/Windhoek,OGV,NA,Gobabis,Omaheke,,AP,Gobabis
OGX,DAUU,Ain Beida Airport,31.9171828,5.411965642045519,429,,Africa/Algiers,OGX,DZ,Rouissat,Ouargla,,AP,Rouissat
OGZ,URMO,Vladikavkaz Airport,43.204641550000005,44.60982202193371,1646,,Europe/Moscow,OGZ,RU,Dalakovo,Ingushetiya,,AP,Dalakovo
OHA,NZOH,Royal Air Force Base,-40.208332,175.38667,111,http://www.airforce.mil.nz/about/hqbases/boh.htm,Pacific/Auckland,OHA,NZ,Bulls,Manawatu-Wanganui,Rangitikei District,AP,Manawatu-Wanganui
OHB,FMFE,Ambohibary,-18.915993,48.220969,2962,,Indian/Antananarivo,OHB,MG,Moramanga,Alaotra Mangoro,,AP,Moramanga
OHC,,AFS,63.32639,-168.96889,39,,America/Anchorage,OHC,US,,,,AP,AFS
OHD,LWOH,Ohrid Airport,41.17937425,20.742970126092665,2270,http://ohd.airports.com.mk/,Europe/Skopje,OHD,MK,Misleshevo,,,AP,Misleshevo
OHE,ZYMH,Mohe Airport,52.9156841,122.42525985187558,1804,,Asia/Shanghai,OHE,CN,Xilinji,Heilongjiang Sheng,,AP,Xilinji
OHH,UHSH,Novostroyka Airport,53.51637295,142.87331907232237,95,,Asia/Srednekolymsk,OHH,RU,Okha,Sakhalin,,AP,Okha
OHI,FYOS,Oshakati,-17.783333,15.8,3605,,Africa/Windhoek,OHI,NA,Ongwediva,Oshana,,AP,Ongwediva
OHO,UHOO,Okhotsk,59.41464295,143.06106257563988,45,,Asia/Vladivostok,OHO,RU,Okhotsk,Khabarovsk Krai,,AP,Okhotsk
OHR,EDXY,Wyk Auf Foehr,54.685833,8.529167,62,,Europe/Berlin,OHR,DE,Wrixum,Schleswig-Holstein,,AP,Wrixum
OHS,OOSH,Sohar Airport,24.38766535,56.62139832848415,104,,Asia/Muscat,MCT,OM,Al Sohar,Al Batinah,,AP,Al Sohar
OHT,OPKT,Kohat,33.583332,71.433334,1686,,Asia/Karachi,OHT,PK,Kohat,Khyber Pakhtunkhwa,,AP,Kohat
OIA,SDOW,Ourilandia,-6.76392515,-51.04709675,856,,America/Belem,OIA,BR,,,,AP,Ourilandia
OIC,KOIC,Eaton,42.533333,-75.53333,1013,http://www.co.chenango.ny.us/airport/,America/New_York,OIC,US,Norwich,New York,Chenango County,AP,Norwich
OIL,,Splane Memorial,41.433334,-79.7,1194,,America/New_York,OIL,US,Oil City,Pennsylvania,Venango County,AP,Oil City
OIM,RJTO,Oshima,34.7827315,139.3606535,124,,Asia/Tokyo,OIM,JP,Ito,Shizuoka,,AP,Ito
OIR,RJEO,Okushiri Airport,42.166668,139.51666,0,,Asia/Tokyo,OIR,JP,Kamiiso,Hokkaido,,AP,Kamiiso
OIT,RJFO,Oita Airport,33.48025315,131.73595976930255,39,,Asia/Tokyo,OIT,JP,Kitsuki,Oita,,AP,Kitsuki
OJC,KOJC,Johnson Executive,38.8483415,-94.738015,1036,http://www.jocogov.org/dept/airport-commission/executive-airport,America/Chicago,MKC,US,Olathe,Kansas,Johnson County,AP,Olathe
OJU,,Tanjung Api Airport,-0.864417,121.623083,78,,Asia/Jakarta,OJU,ID,,,,AP,Tanjung Api Airport
OKA,ROAH,Naha Airport,26.1966997,127.6489520891715,32,http://www.naha-airport.co.jp/,Asia/Tokyo,OKA,JP,Tomigusuku,Okinawa,,AP,Tomigusuku
OKB,YORC,Fraser Island,-25.25,153.16667,577,,Australia/Brisbane,OKB,AU,Urangan,Queensland,Fraser Coast,AP,Urangan
